market,stock_id,name,revenue_period,revenue_month_yoy,revenue_cum_yoy,eps_year,eps_quarter,eps_cumulative,revenue_double_growth,eps_positive,revenue_data_ok,eps_data_ok
TWSE,2250,IKKA-KY,11507,-1.1375011690214512,-7.342278747562245,115,2,0.84,False,True,True,True
TWSE,2254,巨鎧精密-創,11507,-89.3347447815012,-81.15970665131769,115,2,-2.12,False,False,True,True
TWSE,2258,鴻華先進-創,11507,113.29418903483723,-9.863285617040729,115,2,-1.15,False,False,True,True
TWSE,2301,光寶科,11507,37.60526813844039,26.989834590350505,115,2,4.8,True,True,True,True
TWSE,2302,麗正,11507,81.16244941521768,30.466159996816735,115,2,0.6,True,True,True,True
TWSE,2303,聯電,11507,18.98196955506446,12.409161491086607,115,2,4.68,True,True,True,True
TWSE,2305,全友,11507,197.79519679786523,96.81655256765251,115,2,0.51,True,True,True,True
TWSE,2308,台達電,11507,47.74794778461097,42.07724994557858,115,2,17.59,True,True,True,True
TWSE,2312,金寶,11507,49.230115695696504,1.2174746137296557,115,2,0.7,True,True,True,True
TWSE,2313,華通,11507,16.008172239504862,13.608570204544122,115,2,2.5,True,True,True,True
TWSE,2314,台揚,11507,-32.23433407387557,32.47360264550496,115,2,-1.69,False,False,True,True
TWSE,2316,楠梓電,11507,74.43152295785818,37.52324493334001,115,2,6.54,True,True,True,True
TWSE,2317,鴻海,11507,54.18913901503827,37.89396256372083,115,2,7.84,True,True,True,True
TWSE,2321,東訊,11507,8.466546235386346,1.5460470361800638,115,2,0.27,True,True,True,True
TWSE,2323,中環,11507,2.8771549145213915,14.001844203237045,115,2,0.99,True,True,True,True
TWSE,2324,仁寶,11507,38.25579000951081,18.823446825923913,115,2,1.18,True,True,True,True
TWSE,2327,國巨*,11507,51.51220682363353,32.51567318341994,115,2,8.48,True,True,True,True
TWSE,2328,廣宇,11507,16.371112620172926,-11.613410562384795,115,2,-0.24,False,False,True,True
